Facility Information,,,,,,,,,,,,,,, Capacity ,,Population,,,,ADP: Fiscal Year,,,,,,,,,,ADP - Monthly,,,,,,,,,,,,,Facility Average Length of Stay,,,,Facility Bookins,,,,Initial Bookins,,,,ADP: Initial Bookins,,,,ADP: Criminality,,,,,,,,FY18 ADP: Detainee Classification Level,,,,FY18 ADP: Criminality and Gender,,,,FY18 ADP: ICE Threat Level,,,,FY18 ADP: Mandatory Detention,,Medical,,Contract,,,,,,,Standards Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility Statistics - FY 2018,,,,Facility Statistics - FY 2017,,,
DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Male/Female,"Levels A,B,C,D",Capacity,Current FY Utilization,Population Count,Date of Last Use,Date of First Use,FY18 Max Population Count,FY18 ADP,FY17 ADP,FY16 ADP,FY15 ADP,FY14 ADP,FY13 ADP,FY12 ADP,FY11 ADP,FY10 ADP,FY09 ADP,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,FY18 ALOS,FY17 ALOS,FY16 ALOS,FY15 ALOS,FY18 Facility Bookins,FY17 Facility Bookins,FY16 Facility Bookins,FY15 Facility Bookins,FY18 Initial Bookins,FY17 Initial Bookins,FY16 Initial Bookins,FY15 Initial Bookins,FY18 Initial Bookin ADP,FY17 Initial Bookin ADP,FY16 Initial Bookin ADP,FY15 Initial Bookin ADP,FY18 Non-Criminal,FY18 Criminal,FY17 Non-Criminal,FY17 Criminal,FY16 Non-Criminal,FY16 Criminal,FY15 Non-Criminal,FY15 Criminal,Level A,Level B,Level C,Level D,Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,ICE Threat Level 1,ICE Threat Level 2,ICE Threat Level 3,No ICE Threat Level,Mandatory,Non-Mandatory,Medical Provider Onsite?,Provider Type,Facility Operator,Facility Owner,Best Known Contract Initiation Date,Best Known Contract Expiration Date,Guaranteed Minimum,Per Diem Rate Detailed,ICE Telephone Services,Authorization Status,Authorizing Authority,Over/Under 72,Contractually Obligated Inspection Standard,PREA/Standard 2.11 Status,Current Inspection Frequency,Last Inspection Type,Last Inspection Standard,Last Inspection Pre-Occ?,Last Inspection Rating - Final,Last Inspection Rating - Recommended,Last Inspection Date,Second to Last Inspection Type,Second to Last Inspection Standard,Second to Last Inspection Pre-Occ?,Second to Last Rating,Second to Last Inspection Date,Next Inspection Date,Next Inspection Standard,Next Inspection Type,Next Insp Pre-Occ?,CY17 Rating,CY16 Rating,CY15 RATING,CY14 RATING,CY13 RATING,CY12 RATING,CY11 RATING,CY10 RATING,EMDD Notes,EMDD USE,ACA,NCCHC,JCHCO,DSM Assigned?,DSM Assignment Type,FY18 Calendar Days in Use,FY18 Possible Days,FY18 % of Days in Use,FY18 Total Mandays,FY17 Calendar Days in Use,FY17 % of Days in Use,FY17 Total Mandays,FY17 Max Pop Count
STDHOLD,SOUTH TEXAS/PEARSALL HOLD ROOM,566 VETERAN DRIVE,PEARSALL,FRIO,TX,78061,5,SNA,STC,Other,HOLD,Yes,Male,"A, B, C, D",AS NEEDED,,0,10/17/17,3/2/11,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,11,0,1,4,27,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,1,400,0%,80,2,1%,0,1
SOUTECO,SOUTHERN UTE DETENTION CENTER,149 COUNTY ROAD 517,IGNACIO,LA PLATA,CO,81137,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,12/3/09,1/9/06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,,,,$50.00,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,Acceptable,12/2/08,Regular,NDS,No,Superior,12/6/07,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SPOKAWA,SPOKANE COUNTY,1100 WEST MALLON AVENUE,SPOKANE,SPOKANE,WA,99260,9,SEA,SEA,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,8/8/08,12/10/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SPRNGOR,SPRINGFIELD CITY JAIL,344 A STREET,SPRINGFIELD,LANE,OR,97477,9,SEA,EUG,IGSA,IGSA,Yes,Male,"A, B, C",AS NEEDED,,0,10/31/17,10/29/12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,14,54,17,9,7,32,6,1,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,b)(4),,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,8,400,2%,114,56,15%,62,3
SPGHOLD,SPRINGFIELD DRO HOLD,2401 W. OLD ROUTE 66,STRAFFORD,GREENE,MO,65757,8,CHI,SPG,Other,HOLD,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
BOPSPG,SPRINGFIELD FEDERAL MEDICAL CENTER,1900 W. SUNSHINE,SPRINGFIELD,GREENE,MO,65808,8,CHI,SPG,BOP,BOP,No,Male,"B, C, D",AS NEEDED,,0,3/12/17,6/15/80,0,0,0,4,2,1,0,1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,86,42,1,5,18,11,1,5,18,11,1,3,7,3,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,44,12%,44,1
STJOSMI,ST JOSEPH COUNTY (CENTREVILLE),650 MAIN STREET,CENTREVILLE,SAINT JOSEPH,MI,49032,6,DET,DET,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/12/07,4/17/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STJOSAZ,ST JOSEPHS HOSPITAL,350 WEST THOMAS RD,PHOENIX,MARICOPA,AZ,85013,9,PHO,PHO,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,7/12/12,8/18/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STLAWNY,ST LAWRENCE COUNTY JAIL,5 JUDSON STREET,CANTON,SAINT LAWRENCE,NY,13617,2,BUF,BUF,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,9/23/13,5/4/88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,$100.00,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STMARCA,ST MARY MEDICAL CENTER,18300 CALIFORNIA 18,APPLE VALLEY,COUNTY,CA,92807,9,LOS,ADE,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,10/22/17,7/9/14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,7,6,5,13,21,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,3,400,1%,57,85,23%,126,5
STMARAZ,ST MARY'S HOSPITAL,1601 WEST SAINT MARYS ROAD,TUCSON,PIMA,AZ,85745,9,PHO,FLO,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,5/16/13,6/18/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STCANVI,ST X ANNAS HOPE,P.O. BOX 1100,SAINT CROIX,SAINT CROIX,VI,00820,3,MIA,SAJ,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,8/5/04,8/22/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STCLAMO,ST. CLAIR COUNTY JAIL,360 CHESTNUT STREET,OSCEOLA,ST. CLAIR,MO,64776,8,CHI,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/10/03,9/4/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STCROWI,ST. CROIX COUNTY JAIL,1101 CARMICHAEL RD,HUDSON,ST CROIX,WI,54016,7,SPM,SPM,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,5/17/01,4/1/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SEH,ST. ELIZABETH'S HOSPITAL (DC),1100 ALABAMA AVENUE SOUTHEAST,WASHINGTON,DISTRICT OF COLUMBIA,DC,20032,4,WAS,WAS,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,4/9/95,6/6/80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STFRAMO,ST. FRANCOIS COUNTY JAIL,1550 DOUBET ROAD,FARMINGTON,SAINT FRANCOIS,MO,63640,8,CHI,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,5/31/05,6/2/97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STJOSIN,ST. JOSEPH COUNTY JAIL,129 S. MAIN ST.,SOUTH BEND,ST JOSEPH,IN,46601,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/27/06,9/4/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STJOSCA,ST. JOSEPHS HOSPITAL,1100 WEST STEWART DRIVE,ORANGE,ORANGE,CA,92868,9,LOS,LOS,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,3/11/10,4/3/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STLHOLD,ST. LOUIS HOLDROOM,1222 SPRUCE STREET,ST. LOUIS,ST. LOUIS CITY,MO,63101,8,CHI,STL,Other,HOLD,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/11/13,3/2/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,22,3,6,0,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SLJUVMO,ST. LOUIS JUVENILE CENTER,501 S. BRENTWOOD,ST. LOUIS,SAINT LOUIS,MO,63105,8,CHI,KAN,IGSA,JUVENILE,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,4/8/04,3/18/97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,JFRMU,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STMDPLA,ST. MARTIN D.P. NURSING HOME,200 TEAL ST.,LAKE CHARLES,CALCASIEU,LA,70615,5,NOL,OAK,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,2/26/07,1/26/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SMPARLA,ST. MARTIN PARISH,437 WEST MILLS AVENUE,BREAUX BRIDGE,SAINT MARTIN,LA,70517,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,1/4/05,4/27/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SMCORLA,ST. MARTIN PARISH CORRECTIONAL CENTER,400 ST MARTIN STREET,ST MARTINVILLE,SAINT MARTIN,LA,70582,5,NOL,OAK,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,8/29/06,5/25/88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SMMEDLA,ST. MARTIN PARISH MEDICAL,400 ST MARTIN STREET,ST MARTINVILLE,SAINT MARTIN,LA,70582,5,NOL,OAK,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,9/28/06,1/5/97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STMRYIL,ST. MARY OF THE NAZARETH,2233 WEST DIVISION STREET,CHICAGO,COOK,IL,60622,7,CHI,CHI,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,7/5/11,10/8/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SMARYMD,ST. MARYS COUNTY DETENTION CENTER,41880 BALDRIDGE STREET,LEONARDTOWN,SAINT MARYS,MD,20650,4,BAL,BAL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,6/26/09,10/23/97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,1/8/08,,,$67.32,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Superior,Not Rated,8/12/10,Regular,NDS,No,Superior,8/27/09,,N/A,N/A,No,,,,,,,,Superior,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STTCJVI,ST. T CRIMINAL JUSTICE COMPLEX,HOSPITAL GADE AND VETERANS DRIVE,CHARLOTTE AMALIE,SAINT THOMAS,VI,00802,3,MIA,SAJ,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/7/13,2/22/94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,,,,$78.54,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,Acceptable,3/4/09,Regular,NDS,No,Superior,2/20/08,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STCGOVI,ST. X GOLDEN GROVE,NORTH SIDE ROAD,CHRISTIANSTED,SAINT CROIX,VI,00820,3,MIA,SAJ,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,6/9/08,8/27/96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,At-Risk,9/24/08,Regular,NDS,No,Superior,10/12/06,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STANTKS,STANTON COUNTY JAIL,208 N CHESTNUT ST,JOHNSON,STANTON,KS,67855,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,6/17/04,6/16/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STARKOH,STARK COUNTY JAIL,P.O.BOX 9279,CANTON,STARK,OH,44711,6,DET,CLE,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,9/14/04,12/23/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STARRTX,STARR COUNTY JAIL,100 E. 6TH ST,RIO GRANDE CITY,STARR,TX,78582,5,SNA,PIC,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/29/04,5/6/87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
AKCCANC,STATE CORRECTIONAL CENTER,625 C STREET,ANCHORAGE,ANCHORAGE,AK,99501,9,SEA,ANC,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,2/19/08,1/24/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STEUBNY,STEUBEN COUNTY JAIL,7007 RUMSEY STREET EXTENSION,BATH,STEUBEN,NY,14810,2,BUF,BUF,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/13/13,11/6/87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,,,,$88.00,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
STEVEWA,STEVENS COUNTY JAIL,215 SOUTH OAK STREET,COLVILLE,STEVENS,WA,99114,9,SEA,SPO,IGSA,IGSA,Yes,Female/Male,"B, C, D",AS NEEDED,,0,12/19/16,12/5/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,$72.00,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,1,0%,1,1
