DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,FY18.Non.Criminal,FY18.Criminal,FY17.Non.Criminal,FY17.Criminal,FY16.Non.Criminal,FY16.Criminal,FY15.Non.Criminal,FY15.Criminal,Male.Crim,Male.Non.Crim,Female.Crim,Female.Non.Crim,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use,FY18.Possible.Days,FY18...of.Days.in.Use,FY18.Total.Mandays,FY17.Calendar.Days.in.Use,FY17...of.Days.in.Use,FY17.Total.Mandays,FY17.Max.Pop.Count,capacity
ROBERTN,311 FIFTH AVENUE EAST SPRINGFIELD TN,1106,-86.88178505,36.50895203,ROBERTSON COUNTY,SPRINGFIELD,ROBERTSON,TN,37172,6,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,2/6/07,5/10/99,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ROCCOTX,950 T.L. TOWNSEND DR ROCKWALL TX,1115,-96.45324721,32.92067276,ROCKWALL COUNTY DETENTION CENTER,ROCKWALL,ROCKWALL,TX,75087,5,DAL,DAL,IGSA,IGSA,Yes,Female/Male,0,,0,6/25/91,6/26/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,4/17/08,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ROCKIIL,1317 3RD AVENUE ROCK ISLAND IL,1110,-90.58112996,41.50908998,ROCK ISLAND COUNTY CORRECTIONAL CENTER,ROCK ISLAND,ROCK ISLAND,IL,61201,7,CHI,CHI,USMS IGA,USMS IGA,Yes,Male,20,6%,0,11/3/17,11/18/98,1998,5,0,1,0,1,0,1,0,1,1,0,0,0,1,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,4/13/83,NA,#VALUE!,NA,$45.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,Local Standards,,No,Acceptable,,9/5/17,Acceptable,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,NONE,21,400,5%,503,213,58%,418,6,20
ROCKINH,101 NORTH ROAD BRENTWOOD NH,1113,-71.05094771,43.01202297,ROCKINGHAM COUNTY JAIL,BRENTWOOD,ROCKINGHAM,NH,3833,1,BOS,BOS,IGSA,IGSA,Yes,Female/Male,0,,0,8/11/10,5/1/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$67.84 ,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,1/5/09,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ROCKIVA,25 SOUTH LIBERTY STREET HARRISONBURG VA,1114,-78.870824,38.44928201,ROCKINGHAM COUNTY JAIL,HARRISONBURG,HARRISONBURG CITY,VA,22801,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Male,0,,1,11/4/17,11/13/89,1989,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1,YES,COUNTY,COUNTY (SHERIFF),COUNTY,1/17/96,NA,#VALUE!,NA,$72.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,COR Detention Standards,,No,Acceptable,,9/27/17,Acceptable,,No,NO,NO,NO,No,NONE,28,400,7%,571,157,43%,203,3,1
RONKEVA,340 CAMPBELL AVENUE SOUTHWEST ROANOKE VA,1103,-79.94733001,37.27133402,ROANOKE CITY JAIL,ROANOKE,ROANOKE,VA,24016,4,WAS,WAS,IGSA,IGSA,Yes,Male,0,,1,11/4/17,11/25/08,2008,4,0,1,0,1,0,1,0,1,1,0,0,0,1,1,YES,CONMED,CITY,CITY,NA,NA,#VALUE!,NA,$46.57 ,,AUTHORIZED,DMCP,Over 72,Local Standards,,No,Acceptable,,9/27/17,Acceptable,,No,NO,NO,NO,No,NONE,28,400,7%,663,216,59%,349,8,1
ROSEAMN,302 SIXTH STREET ROSEAU MN,1117,-95.76310197,48.84048219,ROSEAU COUNTY JAIL,ROSEAU,ROSEAU,MN,56751,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,6/8/09,6/18/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,6/1/95,NA,#VALUE!,NA,$50.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,1/6/10,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ROSEBMT,180 SOUTH 13TH AVENUE FORSYTH MT,1118,-106.67341,46.26616998,ROSEBUD COUNTY JAIL,FORSYTH,ROSEBUD,MT,59327,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,0,,0,3/20/11,11/14/05,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$45.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ROUNDPA,POLICE ADMINISTRATION BUILDING PHILADELPHIA PA,1119,-75.16218,39.95222,"ROUNDHOUSE (PHILADELPHIA, PENNSYLVANIA)",PHILADELPHIA,PHILADELPHIA,PA,19106,3,PHI,PHI,IGSA,IGSA,Yes,Female/Male,0,,0,2/17/04,5/12/86,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ROUTTCO,2025 SHIELD DRIVE STEAMBOAT SPRINGS CO,1120,-106.860924,40.501935,ROUTT COUNTY JAIL,STEAMBOAT SPRINGS,ROUTT,CO,80487,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,4/13/10,8/28/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RPCHOLD,1675 SAMCO ROAD RAPID CITY SD,1073,-103.266723,44.10080298,RAPID CITY HOLD ROOM,RAPID CITY,PENNINGTON,SD,57702,8,SPM,SPM,Other,HOLD,Yes,Female/Male,0,,0,7/10/11,11/7/10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RRFINWA,16838 INTERNATIONAL BLVD SEATAC WA,1077,-122.2948023,47.45144393,RED ROOF INN,SEATAC,KING,WA,98188,9,SEA,SEA,Other,Other,Yes,Female/Male,0,,0,11/3/17,2/15/09,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOTEL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,3,400,1%,57,13,4%,26,4,1
RRIVRIL,707 W. RIVERSIDE DR ROCKFORD IL,1112,-89.07199696,42.316366,ROCK RIVER HEALTH CARE,ROCKFORD,WINNEBAGO,IL,61103,7,CHI,,Other,HOSPITAL,No,Female/Male,0,,0,2/12/17,11/19/16,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,0,400,0%,0,86,24%,86,1,1
RSREGVA,1000 RIVER ROAD HOPEWELL VA,1101,-77.33057987,37.29871662,RIVERSIDE REGIONAL JAIL,HOPEWELL,HOPEWELL CITY,VA,23860,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,9/25/14,11/3/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (JAILER),,4/7/99,NA,#VALUE!,NA,$66.36 ,,NOT INSPECTED,DMCP,Under 72,Local Standards,,No,Superior,Deficient,8/27/09,,2008 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RUNLSTX,200 S. HICKORY HILL BALLINGER TX,1121,-99.95852998,31.72059001,RUNNELS COUNTY JAIL,BALLINGER,RUNNELS,TX,76821,5,SNA,PIC,IGSA,IGSA,Yes,Female/Male,0,,0,4/29/04,12/30/02,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RUTHETN,940 NEW SALEM ROAD MURFREESBORO TN,1123,-86.40929866,35.8370218,RUTHERFORD COUNTY SHERIFF,MURFREESBORO,RUTHERFORD,TN,37129,6,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,2/24/03,5/22/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RUTJVTN,400 WEST MAIN ST MURFREESBORO TN,1122,-86.39544204,35.84670502,RUTHERFORD COUNTY JUVENILE DETENTION CENTER,MURFREESBORO,RUTHERFORD,TN,37130,6,NOL,NOL,IGSA,JUVENILE,Yes,Female/Male,0,,0,9/5/03,11/27/02,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SAAHOLD,34 CIVIC CENTER PLAZA SANTA ANA CA,1172,-117.875044,33.74829698,SANTA ANA DRO HOLDROOM,SANTA ANA,ORANGE,CA,90701,9,LOS,LOS,Other,HOLD,Yes,Male,0,,0,6/5/17,11/1/07,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,YES,IHSC,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,225,62%,231,7,1
SACCOIA,100 SOUTH STATE STREET SAC CITY IA,1126,-94.98823318,42.42146903,SAC COUNTY JAIL,SAC CITY,SAC,IA,50583,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,11/4/02,10/22/02,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SACHOLD,650 CAPITOL MALL SACRAMENTO CA,1128,-121.4999439,38.57767039,SACRAMENTO HOLD,SACRAMENTO,SACRAMENTO,CA,95814,9,SFR,SAC,Other,HOLD,Yes,Male,0,,0,10/26/17,6/25/00,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,1,400,0%,11,126,35%,130,2,1
SACITCA,62 CIVIC CENTER PLAZA SANTA ANA CA,1170,-117.8797972,33.75143721,SANTA ANA CITY JAIL,SANTA ANA,ORANGE,CA,92701,9,LOS,LOS,IGSA,IGSA,Yes,Female/Male,200,0%,0,5/8/17,6/12/97,1997,0,0,0,22,42,62,128,48,113,0,0,0,0,0,0,YES,NAPHCARE,CITY,CITY,7/1/15,6/30/20,2020,64,"64 (GM); $105.00 (1-64), $105.00 (65-200)",Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,6/9/16,,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,0,400,0%,0,220,60%,"23,180",191,200
SACRACA,651 I STREET SACRAMENTO CA,1127,-121.4974203,38.58315496,SACRAMENTO COUNTY JAIL,SACRAMENTO,SACRAMENTO,CA,95814,9,SFR,SAC,USMS IGA,USMS IGA,Yes,Female/Male,100,0%,0,7/31/17,5/20/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,1/10/08,NA,#VALUE!,NA,$100.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Acceptable,11/29/12,,2008 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,1,0%,1,1,100
SAGHOLD,3197 EXECUTIVE DR SAN ANGELO TX,1143,-100.463802,31.421503,SAN ANGELO HOLDROOM,SAN ANGELO,TOM GREEN,TX,76904,5,DAL,,Other,HOLD,Yes,Female/Male,0,,0,4/2/17,4/2/17,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0,400,0%,0,1,0%,2,2,1
SAGUACO,530 5TH STREET SAGUACHE CO,1130,-106.13796,38.08497001,SAGUACHE COUNTY JAIL,SAGUACHE,SAGUACHE,CO,81149,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,2/3/08,6/22/92,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Good,At-Risk,5/24/07,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SAIHOLD,UNAVAILABLE SAIPAN MP,1136,145.72108,15.20756,SAIPAN HOLD,SAIPAN,SAIPAN,MP,96950,6,SFR,SAI,Other,HOLD,Yes,Female/Male,0,,0,10/23/17,5/8/14,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,1,400,0%,23,11,3%,14,2,1
SAJHOLD,"7 TABONUCO ST., SUITE 100 GUAYNABO PR",1157,-66.10669999,18.40526001,SAN JUAN STAGING FACILITY,GUAYNABO,GUAYNABO,PR,968,1,MIA,SAJ,Other,STAGING,Yes,Female/Male,22,0%,0,9/23/17,4/20/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,MVM,ICE,1/19/07,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Acceptable,Not Rated,10/2/13,,,No,NO,NO,NO,No,,0,400,0%,0,19,5%,30,12,22
SALEMNJ,125 CEMETERY ROAD WOODSTOWN NJ,1137,-75.35557017,39.62990677,SALEM COUNTY CORRECTIONAL FACILITY,WOODSTOWN,COUNTY,NJ,80898,3,NEW,NEW,USMS IGA,USMS IGA,Yes,Male,0,,2,11/4/17,5/9/86,1986,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,YES,COUNTY,COUNTY (SHERIFF),COUNTY,9/1/15,NA,#VALUE!,NA,$100.00 ,,NOT INSPECTED,DMCP,Under 72,FPBDS,,No,Acceptable,Acceptable,2/24/16,,,No,NO,NO,NO,No,NONE,35,400,9%,411,52,14%,53,3,1
SALINKS,251 N. 10TH SALINA KS,1138,-97.61363027,38.84434381,SALINE COUNTY JAIL,SALINA,SALINE,KS,67401,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,4/26/05,7/11/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$60.36 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,2/11/09,,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SAMBCMI,"5555 CONNER AVENUE, SUITE 3 NORTH DETROIT MI",1142,-82.98215999,42.39024799,SAMARITAN BEHAVIORAL CENTER,DETROIT,COUNTY,MI,48213,6,DET,,Other,HOSPITAL,No,Female/Male,0,,1,11/4/17,3/27/13,2013,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,35,400,9%,400,93,25%,86,1,1
SANANCA,1050 CIVIC CENTER DRIVE SANTA ANA CA,1171,-117.87982,33.75138001,SANTA ANA COUNTY JAIL,SANTA ANA,ORANGE,CA,92703,9,LOS,LOS,IGSA,IGSA,Yes,Female/Male,0,,0,12/9/09,1/2/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SANDONM,100 MONTOYA ROAD BERNALILLO NM,1167,-106.6777277,35.0945522,SANDOVAL COUNTY DETENTION CENTER,BERNALILLO,SANDOVAL,NM,87004,10,ELP,ELP,IGSA,IGSA,Yes,Female/Male,0,,0,3/7/12,3/25/99,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,COUNTY,,NA,NA,#VALUE!,NA,$67.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,5/6/08,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SANJAIL,1 SHERIFFS PLAZA SPRINGFIELD IL,1169,-89.64356393,39.80042142,SANGAMON COUNTY JAIL,SPRINGFIELD,SANGAMON,IL,62701,7,CHI,CHI,USMS IGA,USMS IGA,Yes,Male,10,1%,0,10/17/17,4/13/89,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,8/11/86,NA,#VALUE!,NA,$53.50 ,,AUTHORIZED,DMCP,Under 72,Local Standards,,No,Acceptable,,9/5/17,Acceptable,,Yes,NO,NO,NO,No,NONE,3,400,1%,34,53,15%,59,2,10
SANMINM,26 NM 283 LAS VEGAS NM,1162,-105.22875,35.55818,SAN MIGUEL COUNTY DETENTION CENTER,LAS VEGAS,SAN MIGUEL,NM,87701,10,ELP,EPC,IGSA,IGSA,Yes,Female/Male,0,,0,10/3/01,5/16/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,Good,Deficient,3/26/07,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SANPATX,300 NORTH RACHAL AVENUE SINTON TX,1164,-97.51039261,28.03897734,SAN PATRICIO COUNTY JAIL,SINTON,SAN PATRICIO,TX,78387,5,SNA,SNA,IGSA,IGSA,Yes,Female/Male,0,,0,2/2/99,5/30/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SANTACR,2170 NORTH CONGRESS DRIVE NOGALES AZ,1317,-110.9403444,31.37027658,TONY ESTRADA LAW ENFORCEMENT CENTER,NOGALES,SANTA CRUZ,AZ,85621,9,PHO,PHO,IGSA,IGSA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,7/20/11,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SANTANM,2515 CAMINO ENTRADA SANTA FE NM,1180,-106.019968,35.63600702,SANTA FE COUNTY JAIL,SANTA FE,SANTA FE,NM,87507,10,ELP,ELP,IGSA,IGSA,Yes,Female/Male,0,,0,7/13/15,3/3/99,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SARASFL,2020 MAIN ST SARASOTA FL,1182,-82.52949003,27.33605799,SARASOTA COUNTY JAIL,SARASOTA,SARASOTA,FL,34237,11,MIA,TAM,IGSA,IGSA,Yes,Female/Male,0,,0,2/14/05,12/22/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SARJUNE,1257 GOLDENGATE DRIVE #8 PAPILLION NE,1184,-96.03925801,41.14118499,SARPY COUNTY JUVENILE,PAPILLION,CASS,NE,68048,8,SPM,OMA,IGSA,JUVENILE,Yes,Female/Male,0,,0,4/10/14,4/14/99,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,COUNTY,,NA,NA,#VALUE!,NA,$257.00 ,,NOT INSPECTED,JFRMU,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SARPYNE,1208 GOLDEN GATE DRIVE PAPILLION NE,1183,-96.04181901,41.14158799,SARPY COUNTY JAIL,PAPILLION,SARPY,NE,68046,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,2/12/11,12/2/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SBARBCA,4436 CALLE REAL SANTA BARBRA CA,1173,-119.7763682,34.44239236,SANTA BARBRA COUNTY JAIL,SANTA BARBRA,SANTA BARBRA,CA,93110,9,LOS,,Other,Other,Yes,Female/Male,0,,0,10/19/99,1/5/99,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
SBDHOLD,655 WEST RIALTO AVENUE SAN BERNADINO CA,1145,-117.382723,34.09946084,SAN BERNADINO HOLD ROOM,SAN BERNADINO,SAN BERNARDINO,CA,92410,9,LOS,SBD,Other,HOLD,Yes,Female/Male,0,,2,11/3/17,11/6/08,2008,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,18,400,5%,354,138,38%,210,5,1
SBERNCA,630 EAST RIALTO AVENUE SAN BERNARDINO CA,1146,-117.2732466,34.10152924,SAN BERNARDINO COUNTY JAIL,SAN BERNARDINO,SAN BERNARDINO,CA,92408,9,LOS,SBD,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,1/28/14,12/19/89,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY (SHERIFF),COUNTY,7/12/96,NA,#VALUE!,NA,$80.00 ,,NOT INSPECTED,DMCP,Under 72,Local Standards,,No,Acceptable,,9/18/15,,2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0,1
SCHNENY,320 VEEDER AVENUE SCHNECTADY NY,1187,-73.94035796,42.80951401,SCHNECTADY COUNTY JAIL,SCHNECTADY,SCHENECTADY,NY,12307,2,BUF,BUF,IGSA,IGSA,Yes,Female/Male,0,,0,6/5/07,2/23/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SCHOHNY,"MAIN STREET, PO BOX  332 SCHOHARIE NY",1188,-74.31058856,42.66515782,SCHOHARIE COUNTY JAIL,SCHOHARIE,SCHOHARIE,NY,12157,2,BUF,BUF,IGSA,IGSA,Yes,Female/Male,0,,0,2/5/04,3/26/01,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SCMENCA,ELMWOOD MEN'S FACILITY MILPITAS CA,1174,-121.89702,37.43286,SANTA CLARA CO JAIL/MENS,MILPITAS,SANTA CLARA,CA,95035,9,SFR,SFR,IGSA,IGSA,Yes,Female/Male,0,,0,4/4/99,4/27/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SCNORCA,885 NORTH SAN PEDRO ST SAN JOSE CA,1176,-121.9054607,37.35172849,SANTA CLARA COUNTY MAIN JAIL,SAN JOSE,SANTA CLARA,CA,95110,9,SFR,SFR,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,6/14/12,7/20/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,5/8/98,NA,#VALUE!,NA,"$103 (males), $79 (females)",,NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Acceptable,2/2/10,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SCOTTMN,301 FULLER STREET SOUTH SHAKOPEE MN,1191,-93.52688697,44.79614199,SCOTT COUNTY JAIL,SHAKOPEE,SCOTT,MN,55372,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,3/2/03,12/30/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SCOTTMO,211 S. NEW MADRID ST. BENTON MO,1190,-89.56350264,37.10050814,SCOTT COUNTY JAIL,BENTON,SCOTT,MO,63786,8,CHI,STL,IGSA,IGSA,Yes,Female/Male,0,,0,3/31/14,12/3/09,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,ADVANCED CORRECTIONAL HEALTHCARE,COUNTY (SHERIFF),COUNTY,3/25/09,NA,#VALUE!,NA,$51.60 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,NDS,,No,Acceptable,Not Rated,9/11/13,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
SCOTTNE,1725 10TH ST GERING NE,1192,-103.66071,41.82648998,SCOTTS BLUFF COUNTY JAIL,GERING,SCOTTS BLUFF,NE,69341,8,SPM,OMA,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,11/4/17,10/26/92,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,COUNTY,,NA,NA,#VALUE!,NA,$59.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,6,400,2%,69,7,2%,7,1,1
