DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Female Level A,Female Level B,Female Level C,Female Level D,Male Level A,Male Level B,Male Level C ,Male Level D ,Female Level A ,Female Level B ,Female Level C ,Female Level D ,Male Level A ,Male Level B ,Male Level C,Male Level D,Female Non-Crim,Female Crim,Male Non-Crim,Male Crim,Female Non-Crim ,Female Crim ,Male Non-Crim ,Male Crim 
SPOKAWA,SPOKANE COUNTY,1100 WEST MALLON AVENUE,SPOKANE,SPOKANE,WA,99260,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRNGOR,SPRINGFIELD CITY JAIL,344 A STREET,SPRINGFIELD,LANE,OR,97477,9,SEA,EUG,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPGHOLD,SPRINGFIELD DRO HOLD,2401 W. OLD ROUTE 66,STRAFFORD,GREENE,MO,65757,8,CHI,SPG,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPSPG,SPRINGFIELD FEDERAL MEDICAL CENTER,1900 W. SUNSHINE,SPRINGFIELD,GREENE,MO,65808,8,CHI,SPG,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STJOSMI,ST JOSEPH COUNTY (CENTREVILLE),650 MAIN STREET,CENTREVILLE,SAINT JOSEPH,MI,49032,6,DET,DET,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STJOSAZ,ST JOSEPHS HOSPITAL,350 WEST THOMAS RD,PHOENIX,MARICOPA,AZ,85013,9,PHO,PHO,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STLAWNY,ST LAWRENCE COUNTY JAIL,5 JUDSON STREET,CANTON,SAINT LAWRENCE,NY,13617,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMARCA,ST MARY MEDICAL CENTER,18300 CALIFORNIA 18,APPLE VALLEY,COUNTY,CA,92807,9,LOS,ADE,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMARAZ,ST MARY'S HOSPITAL,1601 WEST SAINT MARYS ROAD,TUCSON,PIMA,AZ,85745,9,PHO,FLO,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STCANVI,ST X ANNAS HOPE,P.O. BOX 1100,SAINT CROIX,SAINT CROIX,VI,820,3,MIA,SAJ,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STCLAMO,ST. CLAIR COUNTY JAIL,360 CHESTNUT STREET,OSCEOLA,ST. CLAIR,MO,64776,8,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STCROWI,ST. CROIX COUNTY JAIL,1101 CARMICHAEL RD,HUDSON,ST CROIX,WI,54016,7,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEH,ST. ELIZABETH'S HOSPITAL (DC),1100 ALABAMA AVENUE SOUTHEAST,WASHINGTON,DISTRICT OF COLUMBIA,DC,20032,4,WAS,WAS,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STFRAMO,ST. FRANCOIS COUNTY JAIL,1550 DOUBET ROAD,FARMINGTON,SAINT FRANCOIS,MO,63640,8,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STJOSIN,ST. JOSEPH COUNTY JAIL,129 S. MAIN ST.,SOUTH BEND,ST JOSEPH,IN,46601,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STJOSCA,ST. JOSEPHS HOSPITAL,1100 WEST STEWART DRIVE,ORANGE,ORANGE,CA,92868,9,LOS,LOS,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STLHOLD,ST. LOUIS HOLDROOM,1222 SPRUCE STREET,ST. LOUIS,ST. LOUIS CITY,MO,63101,8,CHI,STL,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLJUVMO,ST. LOUIS JUVENILE CENTER,501 S. BRENTWOOD,ST. LOUIS,SAINT LOUIS,MO,63105,8,CHI,KAN,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMDPLA,ST. MARTIN D.P. NURSING HOME,200 TEAL ST.,LAKE CHARLES,CALCASIEU,LA,70615,5,NOL,OAK,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMPARLA,ST. MARTIN PARISH,437 WEST MILLS AVENUE,BREAUX BRIDGE,SAINT MARTIN,LA,70517,5,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMCORLA,ST. MARTIN PARISH CORRECTIONAL CENTER,400 ST MARTIN STREET,ST MARTINVILLE,SAINT MARTIN,LA,70582,5,NOL,OAK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMMEDLA,ST. MARTIN PARISH MEDICAL,400 ST MARTIN STREET,ST MARTINVILLE,SAINT MARTIN,LA,70582,5,NOL,OAK,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMRYIL,ST. MARY OF THE NAZARETH,2233 WEST DIVISION STREET,CHICAGO,COOK,IL,60622,7,CHI,CHI,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARYMD,ST. MARYS COUNTY DETENTION CENTER,41880 BALDRIDGE STREET,LEONARDTOWN,SAINT MARYS,MD,20650,4,BAL,BAL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STTCJVI,ST. T CRIMINAL JUSTICE COMPLEX,HOSPITAL GADE AND VETERANS DRIVE,CHARLOTTE AMALIE,SAINT THOMAS,VI,802,3,MIA,SAJ,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STCGOVI,ST. X GOLDEN GROVE,NORTH SIDE ROAD,CHRISTIANSTED,SAINT CROIX,VI,820,3,MIA,SAJ,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STANTKS,STANTON COUNTY JAIL,208 N CHESTNUT ST,JOHNSON,STANTON,KS,67855,10,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STARKOH,STARK COUNTY JAIL,P.O.BOX 9279,CANTON,STARK,OH,44711,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STARRTX,STARR COUNTY JAIL,100 E. 6TH ST,RIO GRANDE CITY,STARR,TX,78582,5,SNA,PIC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKCCANC,STATE CORRECTIONAL CENTER,625 C STREET,ANCHORAGE,ANCHORAGE,AK,99501,9,SEA,ANC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEUBNY,STEUBEN COUNTY JAIL,7007 RUMSEY STREET EXTENSION,BATH,STEUBEN,NY,14810,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEVEWA,STEVENS COUNTY JAIL,215 SOUTH OAK STREET,COLVILLE,STEVENS,WA,99114,9,SEA,SPO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STWRTGA,STEWART DETENTION CENTER,146 CCA ROAD,LUMPKIN,STEWART,GA,31815,11,ATL,ATL,IGSA,DIGSA,Yes,1,0,0,0,714,363,362,477,0,0,0,0,0,0,0,0,1,0,727,"1,189",0,0,0,0
STK,STOCKTON STAGING FACILITY,22 EAST MARKET STREET,STOCKTON,SAN JOAQUIN,CA,95202,9,SFR,STO,Other,STAGING,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STONEMO,STONE COUNTY JAIL,5TH AND MAPLE,GALENA,STONE,MO,65656,8,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STOPDIL,STONE PARK POLICE DEPARTMENT,1629 NORTH MANNHEIM ROAD,STONE PARK,COOK,IL,60165,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STORYIA,STORY COUNTY JAIL,1315 SOUTH B AVENUE,NEVADA,STORY,IA,50201,8,SPM,OMA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
STRAFNH,STRAFFORD COUNTY CORRECTIONS,266 COUNTY FARM ROAD,DOVER,STRAFFORD,NH,3820,1,BOS,BOS,IGSA,IGSA,Yes,1,0,3,6,8,4,17,17,0,0,0,0,0,0,0,0,1,9,10,36,0,0,0,0
STUHOLD,STUART HOLD ROOM,3500 SE COMMERCE AVE,STUART,MARTIN,FL,34997,11,MIA,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STUTSND,STUTSMAN COUNTY,205 6TH STREET SE,JAMESTOWN,STUTSMAN,ND,58401,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUFFONY,SUFFOLK COUNTY,100 CENTER DRIVE,RIVERHEAD,SUFFOLK,NY,11901,2,NYC,NYC,IGSA,IGSA,Yes,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
SUFFOMA,SUFFOLK COUNTY HOUSE OF CORRECTIONS,20 BRADSTON STREET,BOSTON,SUFFOLK,MA,2118,1,BOS,BOS,IGSA,IGSA,Yes,15,2,2,1,41,32,48,68,1,0,0,0,0,0,0,0,17,3,86,103,1,0,0,0
SULPHLA,SULPHUR CITY,500 B N HUNTINGTON,SULPHUR,CALCASIEU,LA,70663,5,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMMICO,SUMMIT COUNTY JAIL,501 NORTH PARK AVENUE,BRECKENRIDGE,SUMMIT,CO,80424,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMMIUT,SUMMIT COUNTY JAIL,6300 NORTH SILVER CREEK DRIVE,PARK CITY,SUMMIT,UT,84098,10,SLC,SLC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUNNYWA,SUNNYSIDE JAIL,401 HOMER STREET,SUNNYSIDE,YAKIMA,WA,98944,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUSSEDE,SUSSEX COUNTY PRISON,23203 DUPONT BOULEVARD,GEORGETOWN,GEORGETOWN,DE,19947,3,PHI,PHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEETMT,SWEETWATER COUNTY JAIL,200 WEST 1ST AVENUE,BIG TIMBER,SWEET GRASS,MT,59011,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEETWY,SWEETWATER COUNTY JAIL,50140 UNITED STATES HIGHWAY 191 SOUTH,ROCK SPRINGS,SWEETWATER,WY,82901,10,DEN,DEN,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPTDG,TALLADEGA FEDERAL CORRECTIONAL INSTITUTE,565 EAST RENFROE ROAD,TALLADEGA,TALLADEGA,AL,35160,11,NOL,NOL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TALHOLD,TALLAHASSEE HOLD ROOM,1530 COMMONWEALTH BUSINESS BLVD,TALLAHASSEE,LEON,FL,32303,11,MIA,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMHOLD,TAMPA HOLD ROOM,UNAVAILABLE,TAMPA,HILLSBOROUGH,FL,33619,11,MIA,KRO,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANGILA,TANGIPAHOA PARISH JAIL,101 CAMPO LANE,AMITE,TANGIPAHOA,LA,70422,5,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARRATX,TARRANT COUNTY JAIL,100 N. LAMAR ST.,FT. WORTH,TARRANT,TX,76196,5,DAL,DAL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATSHOS,TAUNTON STATE HOSPITAL,23 SUMMER STREET,TAUNTON,BRISTOL,MA,2780,1,BOS,BOS,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAYLOTX,TAYLOR COUNTY ADULT DETENTION FACILITY,910 SOUTH 27TH STREET,ABILENE,TAYLOR,TX,79602,5,DAL,ABT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAYLOIA,TAYLOR COUNTY COURTHOUSE,405 JEFFERSON STREET,BEDFORD,TAYLOR,IA,50833,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAYPDMI,"TAYLOR POLICE DEPARTMENT (TAYLOR, MICHIGAN)",23515 GODDARD ROAD,TAYLOR,WAYNE,MI,48180,6,DET,DET,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXDCWOM,TDC/WOMENS,WARDEN PAMELA BAGGETT,GATESVILLE,CORYELL,TX,76528,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXDOMIN,TDC-DOMINGUEZ UNIT,C/O WARDEN,SAN ANTONIO,BEXAR,TX,78252,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEHAMCA,TEHAMA COUNTY JAIL,502 OAK STREET,RED BLUFF,TEHAMA,CA,96080,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELLECO,TELLER COUNTY JAIL,288 WEAVERVILLE ROAD,DIVIDE,TELLER,CO,80814,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMPLCA,TEMPLE MEDICAL,124 NORTH VIGNES STREET,LOS ANGELES,LOS ANGELES,CA,90012,9,LOS,LOS,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TENSALA,TENSAS PARISH DETENTION CENTER,8606 HWY 65,WATERPROOF,TENSAS,LA,71375,5,NOL,OAK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPTHA,TERRE HAUTE USP,HIGHWAY 63 SOUTH,TERRE HAUTE,VIGO,IN,47808,7,CHI,CHI,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TETONWY,TETON COUNTY JAIL (WYOMING),180 S. KING STREET,JACKSON,TETON,WY,82716,10,DEN,DEN,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATEWKS,TEWKSBURY STATE HOSPITAL,918 MAIN STREET,TEWKSBURY,MIDDLESEX,MA,1876,1,BOS,BOS,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEXARAR,TEXARKANA ARKANSAS POLICE DEPARTMENT,100 NORTH STATELINE AVENUE,TEXARKANA,MILLER,AR,71854,8,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPTEX,TEXARKANA FEDERAL CORRECTIONAL INSTITUTE,PO BOX 9500,TEXARKANA,BOWIE,TX,75505,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXAHOLD,TEXARKANA HOLDROOM,UNAVAILABLE,TEXARKANA,MILLER,AR,71854,8,NOL,FSA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRIJUTX,THE BRIDGE (YOUTH ALTERNATIVE),3103 WEST AVENUE,SAN ANTONIO,BEXAR,TX,78213,5,SNA,SNA,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLACYCA,THEO LACY FACILITY,501 THE CITY DRIVE SOUTH,ORANGE,ORANGE,CA,92868,9,LOS,LOS,IGSA,IGSA,Yes,0,0,0,0,130,50,113,244,0,0,0,0,0,0,0,0,0,0,140,397,0,0,0,0
THOMAKS,THOMAS COUNTY JAIL,225 N. COURT,COLBY,THOMAS,KS,67701,10,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXSJHAV,THOMAS HAVINS SA (TH/82),WARDEN,BROWNWOOD,BROWN,TX,76801,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPTRV,THREE RIVERS FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 4000,"THREE RIVERS,",LIVE OAK,TX,78071,5,SNA,SNA,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THURSWA,THURSTON COUNTY CORRECTIONAL CENTER,2000 LAKERIDGE DRIVE SW,OLYMPIA,THURSTON,WA,98502,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THURSNE,THURSTON COUNTY JAIL,106 5TH STREET,PENDER,THURSTON,NE,68047,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TILLCOR,TILLAMOOK COUNTY JAIL,201 LAURAL AVENUE,TILLAMOOK,TILLAMOOK,OR,97141,9,SEA,POO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIOGANY,TIOGA COUNTY JAIL,103 CORPORATE DRIVE,OWEGO,TIOGA,NY,13827,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TITUSTX,TITUS COUNTY JAIL,304 SOUTH VAN BUREN AVENUE,MT. PLEASANT,TITUS,TX,75455,5,DAL,DAL,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGREETX,TOM GREEN COUNTY JAIL,122 WEST HARRIS AVENUE,SAN ANGELO,TOM GREEN,TX,76903,5,DAL,SNA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTACR,TONY ESTRADA LAW ENFORCEMENT CENTER,2170 NORTH CONGRESS DRIVE,NOGALES,SANTA CRUZ,AZ,85621,9,PHO,PHO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOOELUT,TOOELE COUNTY JAIL,47 SOUTH MAIN STREET,TOOELE,TOOELE,UT,84074,10,SLC,SLC,USMS IGA,USMS IGA,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TOOLEMT,TOOLE COUNTY DETENTION FACILITY,235 DEER LODGE AVENUE,SHELBY,TOOLE,MT,59474,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOORANM,TORRANCE COUNTY DETENTION FACILITY,COUNTY ROAD 49,ESTANCIA,TORRANCE,NM,87016,10,ELP,ABQ,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAILND,TRAIL COUNTY JAIL,118 WEST CALEDONIA AVENUE,HILLSBORO,TRAILL,ND,58045,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAVITX,TRAVIS CITY JAIL,C/O JAIL ADMINISTRATOR,AUSTIN,TRAVIS,TX,78701,5,SNA,AUS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRENTMI,TRENTON CITY JAIL,2872 WEST JEFFERSON,TRENTON,WAYNE,MI,48183,6,DET,DET,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRICOIL,TRI-COUNTY DETENTION CENTER,1026 SHAWNEE COLLEGE ROAD,ULLIN,PULASKI,IL,62992,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUMBOH,TRUMBULL COUNTY JAIL,"605 PANTHER AVE., SE",WARREN,TRUMBULL,OH,44483,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPTCN,TUCSON FEDERAL CORRECTIONAL INSTITUTE,8901 SOUTH WILMOT ROAD,TUCSON,PIMA,AZ,85706,9,PHO,TUC,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUCHOLD,TUCSON INS HOLD ROOM,6431 SOUTH COUNTRY CLUB ROAD,TUCSON,PIMA,AZ,85706,9,PHO,TUC,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TULCOOK,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),300 NORTH DENVER AVENUE,TULSA,TULSA,OK,74103,10,DAL,OKC,IGSA,IGSA,Yes,8,8,6,1,78,32,33,16,0,0,0,0,0,0,0,0,11,12,65,94,0,0,0,0
TGKJLFL,TURNER GUILFORD KNIGHT (TGK) JAIL,7000 NW 41ST ST.,MIAMI,MIAMI-DADE,FL,33166,11,MIA,MIA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUSCAOH,TUSCARAWAS COUNTY JAIL,2295 REISER AVENUE,NPHILADELPHIA,TUSCARAWAS,OH,44663,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFALLID,TWIN FALLS COUNTY ADULT DETENTION FACILITY,425 SHOSHONE STREET NORTH,TWIN FALLS,TWIN FALLS,ID,83301,9,SLC,BOI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFIHOLD,TWIN FALLS HOLD ROOM,2496 ADDISON AVENUE EAST,TWIN FALLS,TWIN FALLS COUNTY,ID,83301,9,SLC,BOI,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETHOLD,"U.S. IMMIGRATION, DETROIT",333 MT. ELLIOT AVE,DETROIT,WAYNE,MI,48207,6,DET,DET,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UINTAWY,UINTA COUNTY JAIL,77 COUNTY ROAD 109,EVANSTON,UINTA,WY,82930,10,DEN,DEN,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UINTCUT,UINTAH COUNTY JAIL,204 EAST 100 NORTH,VERNAL,UINTAH,UT,84078,10,SLC,SLC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYULSTC,ULSTER CORRECTIONAL FACILITY,750 BERME RD,NAPANOCH,ULSTER,NY,12458,2,NYC,,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULSCONY,ULSTER COUNTY JAIL KINGSTON,61 GOLDEN HILL DR,KINGSTON,ULSTER,NY,12401,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMATCOR,UMATILLA COUNTY JAIL,4700 NORTHWEST PIONEER PLACE,PENDLETON,UMATILLA,OR,97801,9,SEA,POO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHAK,UNALASKA CITY JAIL,29 SAFETY WAY,UNALASKA,ALEUTIANS WEST,AK,99685,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
