DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use
SHECOVA,109 WEST COURT STREET WOODSTOCK VA,1209,-78.50586403,38.88193,SHENANDOAH COUNTY JAIL,WOODSTOCK,SHENANDOAH,VA,22664,4,WAS,WAS,IGSA,IGSA,Yes,Female/Male,0,,0,10/9/14,3/10/98,1998,0,0,0,YES,,COUNTY,,NA,NA,#VALUE!,NA,$45.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SHELBKY,1000 DETENTION ROAD SHELBYVILLE KY,1208,-85.22076501,38.21853886,SHELBY COUNTY DETENTION CENTER,SHELBYVILLE,SHELBY,KY,40065,6,CHI,,IGSA,IGSA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,2/3/09,,,No,NO,NO,NO,No,,0
SHELBTN,201 POPLAR AVENUE MEMPHIS TN,1207,-90.04787798,35.14898198,SHELBY COUNTY,MEMPHIS,SHELBY,TN,38103,6,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,10/3/05,8/17/92,1992,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,7/11/08,,,No,YES,YES,NO,No,,0
SHERBMN,13880 UNITED STATES HIGHWAY 10 ELK RIVER MN,1210,-93.62035073,45.30594564,SHERBURNE COUNTY JAIL,ELK RIVER,SHERBURNE,MN,55330,8,SPM,SPM,USMS IGA,USMS IGA,Yes,Female/Male,120,213%,268,11/4/17,4/1/91,1991,274,152,104,YES,COUNTY,COUNTY (SHERIFF),COUNTY,6/5/97,NA,#VALUE!,NA,$80.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,Acceptable,12/8/16,,2007 DEFICIENT,Yes,NO,NO,NO,Yes,PERMANENT,35
SHERIMT,100 WEST LAUREL AVENUE PLENTYWOOD MT,1211,-104.55639,48.77839002,SHERIDAN COUNTY JAIL,PLENTYWOOD,SHERIDAN,MT,59254,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,0,,0,3/7/15,9/29/91,1991,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,$45.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Good,Deficient,5/8/06,,,No,NO,NO,NO,No,,0
SHERIWY,54 WEST 13TH STREET SHERIDAN WY,1212,-106.9562484,44.81610542,SHERIDAN COUNTY JAIL,SHERIDAN,SHERIDAN,WY,82801,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,3/24/09,2/17/08,2008,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SHOSHID,717 BANK ST WALLACE ID,1214,-115.92217,47.47175001,SHOSHONE COUNTY PUBLIC SAFETY FACILITY,WALLACE,SHOSHONE,ID,83873,9,SLC,SEA,IGSA,IGSA,Yes,Female/Male,0,,0,11/28/05,4/4/05,2005,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SILBOMT,155 WEST QUARTZ STREET BUTTE MT,184,-112.53906,46.01528,BUTTE-SILVER BOW COUNTY JAIL,BUTTE,SILVER BOW,MT,59701,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,0,,0,9/12/10,5/4/01,2001,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SILERTN,7609 STANDIFER GAP ROAD CHATTANOOGA TN,1216,-85.13055301,35.05140699,SILVERDALE/HAMILTON COUNTY,CHATTANOOGA,HAMILTON,TN,37421,6,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,2/6/08,7/5/00,2000,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Superior,3/5/07,,,No,NO,NO,NO,No,,0
SIMPSMS,CHANCERY COURT BLDG. MENDENHALL MS,1217,-89.86854,31.96026,SIMPSON COUNTY JAIL,MENDENHALL,SIMPSON,MS,39114,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,3/3/04,7/17/91,1991,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SIOUXIA,4363 IRONWOOD AVENUE ORANGE CITY IA,1219,-96.0765699,43.01746679,SIOUX COUNTY JAIL,ORANGE CITY,SIOUX,IA,51041,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,3/12/03,7/7/93,1993,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SITKAAK,304 LAKE STREET SITKA AK,1221,-135.333788,57.05264299,SITKA CITY JAIL,SITKA,SITKA,AK,99835,9,SEA,ANC,IGSA,IGSA,Yes,Female/Male,0,,0,4/30/15,9/20/92,1992,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SJCOJCA,7000 N. CANLIS BLVD FRENCH CAMP CA,1153,-121.27117,37.88484,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,SAN JOAQUIN,CA,95231,9,SFR,SFR,IGSA,IGSA,Yes,Female/Male,0,,0,3/25/97,1/19/96,1996,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SJS,651 FEDERAL DRIVE SUITE 104 GUAYNABO PR,1156,-66.11052,18.35973,SAN JUAN STAGING,GUAYNABO,GUAYNABO,PR,965,1,MIA,MIA,Other,STAGING,Yes,Female/Male,0,,0,9/17/17,9/30/13,2013,0,0,0,,,,,NA,NA,#VALUE!,NA,,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
SJUANNM,103 South Oliver Drive AZTEC NM,1155,-108.02159,36.82610002,SAN JUAN COUNTY DETENTION CENTER,AZTEC,SAN JUAN,NM,87410,10,ELP,,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
SJUHOLD,LUIS MUNOZ MARIN IA SAN JUAN PR,1154,-66.07298,18.40746,SAN JUAN AIRPORT HOLD ROOM,SAN JUAN,SAN JUAN,PR,937,1,MIA,,Other,HOLD,Yes,Female/Male,0,,0,9/1/16,5/13/15,2015,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0
SLCHOLD,123 SALT LAKE CITY WAY WEST VALLEY CITY UT,1139,-111.95789,40.69421,SALT LAKE CITY  HOLD ROOM,WEST VALLEY CITY,SALT LAKE,UT,84120,10,SLC,SLC,Other,HOLD,Yes,Male,0,,0,5/9/17,8/8/13,2013,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
SLJUVMO,501 S. BRENTWOOD ST. LOUIS MO,1253,-90.34342598,38.644994,ST. LOUIS JUVENILE CENTER,ST. LOUIS,SAINT LOUIS,MO,63105,8,CHI,KAN,IGSA,JUVENILE,Yes,Female/Male,0,,0,4/8/04,3/18/97,1997,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0
SLOBICA,1585 KANSAS AVENUE SAN LUIS OBISPO CA,1158,-120.7255177,35.32120939,SAN LUIS OBISPO CO JAIL,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93406,9,LOS,,Other,Other,Yes,Female/Male,0,,0,8/9/17,10/26/98,1998,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
SLOXBUT,3148 SOUTH 1100 WEST SALT LAKE CITY UT,1141,-111.924932,40.70300101,SALT LAKE COUNTY OXBOW JAIL,SALT LAKE CITY,SALT LAKE,UT,84119,10,SLC,,IGSA,IGSA,Yes,Male,0,,0,3/15/00,10/14/94,1994,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,Yes,Special Review - Pre-Occupancy,Special Review - Pre-Occupancy,11/17/16,,,No,NO,YES,NO,No,,0
SLRDCAZ,406 NORTH AVENUE D SAN LUIS AZ,1159,-114.6835706,32.50916526,SAN LUIS REGIONAL DETENTION CENTER,SAN LUIS,YUMA,AZ,85349,9,PHO,YUM,USMS IGA,USMS IGA,Yes,Female/Male,400,56%,271,11/4/17,1/28/08,2008,288,207,19,YES,CITY,LASALLE CORRECTIONS,CITY,3/26/07,NA,#VALUE!,NA,b)(4),Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,Acceptable,4/20/17,Acceptable,,No,NO,NO,NO,No,NONE,35
SLSLCUT,3415 SOUTH 900 WEST SALT LAKE CITY UT,1140,-111.915542,40.69691902,SALT LAKE COUNTY METRO JAIL,SALT LAKE CITY,SALT LAKE,UT,84119,10,SLC,SLC,USMS IGA,USMS IGA,Yes,Male,1,71%,0,10/29/17,3/2/93,1993,5,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,8/19/98,NA,#VALUE!,NA,$73.10 ,,AUTHORIZED,DMCP,Under 72,Local Standards,,No,Acceptable,,11/2/17,Acceptable,,No,NO,NO,NO,No,,10
SMARYMD,41880 BALDRIDGE STREET LEONARDTOWN MD,1259,-76.62814799,38.30282598,ST. MARYS COUNTY DETENTION CENTER,LEONARDTOWN,SAINT MARYS,MD,20650,4,BAL,BAL,IGSA,IGSA,Yes,Female/Male,0,,0,6/26/09,10/23/97,1997,0,0,0,,,COUNTY,,1/8/08,NA,#VALUE!,NA,$67.32 ,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Not Rated,8/12/10,,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,,0
SMATECA,300 BRADFORD STREET REDWOOD CITY CA,1160,-122.232258,37.48770522,SAN MATEO CO JAIL,REDWOOD CITY,SAN MATEO,CA,94063,9,SFR,SFR,IGSA,IGSA,Yes,Female/Male,0,,0,1/20/98,11/23/96,1996,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SMCORLA,400 ST MARTIN STREET ST MARTINVILLE LA,1256,-91.82934002,30.12003001,ST. MARTIN PARISH CORRECTIONAL CENTER,ST MARTINVILLE,SAINT MARTIN,LA,70582,5,NOL,OAK,IGSA,IGSA,Yes,Female/Male,0,,0,8/29/06,5/25/88,1988,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0
SMJUVCA,21 TOWER ROAD SAN MATEO CA,1161,-122.333345,37.51188127,SAN MATEO JUVENILLE HALL,SAN MATEO,SAN MATEO,CA,94402,9,SFR,SFR,IGSA,JUVENILE,Yes,Female/Male,0,,0,7/18/07,8/15/96,1996,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0
SMMEDLA,400 ST MARTIN STREET ST MARTINVILLE LA,1257,-91.82934002,30.12003001,ST. MARTIN PARISH MEDICAL,ST MARTINVILLE,SAINT MARTIN,LA,70582,5,NOL,OAK,Other,HOSPITAL,No,Female/Male,0,,0,9/28/06,1/5/97,1997,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
SMPARLA,437 WEST MILLS AVENUE BREAUX BRIDGE LA,1255,-91.91740018,30.27661253,ST. MARTIN PARISH,BREAUX BRIDGE,SAINT MARTIN,LA,70517,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,1/4/05,4/27/00,2000,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SNAHOLD,8940 FOURWINDS DRIVE SAN ANTONIO TX,1144,-98.39056801,29.523352,SAN ANTONIO DRO HOLD ROOM,SAN ANTONIO,BEXAR,TX,78239,5,SNA,SNA,Other,HOLD,Yes,Male,0,,0,10/4/17,3/23/10,2010,1,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,1
SNDCOCA,446 ALTA ROAD SAN DIEGO CA,1149,-116.923428,32.59111301,SAN DIEGO COUNTY JAIL,SAN DIEGO,SAN DIEGO,CA,92158,9,SND,SND,IGSA,IGSA,Yes,Male,0,,0,5/17/16,11/11/08,2008,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0
SNDHOLD,US INS DETENTION & DEPORTATION SAN DIEGO CA,1150,-117.16171,32.71568,SAN DIEGO DISTRICT STAGING,SAN DIEGO,SAN DIEGO,CA,92101,9,SND,SND,Other,HOLD,Yes,Female/Male,0,,1,11/4/17,2/28/86,1986,12,1,3,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,35
SNJHOLD,1887 MONTEREY ROAD SAN JOSE CA,1223,-121.8661196,37.30835006,SNJ HOLD ROOM,SAN JOSE,SANTA CLARA,CA,95112,9,SFR,SFR,Other,HOLD,Yes,Male,0,,0,7/19/16,1/16/09,2009,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
SNMGLCO,851 63L ROAD TELLURIDE CO,1163,-107.9032201,37.9454737,SAN MIGUEL COUNTY JAIL,TELLURIDE,SAN MIGUEL,CO,81435,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,9/19/07,3/7/07,2007,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SNYDEPA,600 OLD COLONY ROAD SELINSGROVE PA,1224,-76.89009202,40.82356602,SNYDER COUNTY JAIL,SELINSGROVE,SNYDER,PA,17870,3,PHI,PHI,IGSA,IGSA,Yes,Female/Male,0,,0,7/8/08,2/24/94,1994,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,1/10/08,,,No,NO,NO,NO,No,,0
SOBAYCA,500 3RD AVENUE CHULA VISTA CA,1228,-117.077397,32.633033,SOUTH BAY DETENT FACILITY,CHULA VISTA,SAN DIEGO,CA,91910,9,SND,SND,IGSA,IGSA,Yes,Female/Male,0,,0,4/7/16,8/6/98,1998,0,0,0,NO,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SOLONOH,33000 SOLON ROAD SOLON OH,1225,-81.44414304,41.38810798,SOLON CITY JAIL,SOLON,CUYAHOGA,OH,44139,6,DET,CLE,IGSA,IGSA,Yes,Female/Male,0,,0,8/26/13,1/2/00,2000,0,0,0,,,CITY,,7/14/00,NA,#VALUE!,NA,$70.00 ,,NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Not Rated,8/6/09,,,No,NO,NO,NO,No,,0
SOMERME,131 EAST MADISON ROAD MADISON ME,1227,-69.73118001,44.79127001,SOMERSET COUNTY JAIL,MADISON,SOMERSET,ME,4950,1,BOS,POM,IGSA,IGSA,Yes,Female/Male,0,,0,6/25/06,8/29/98,1998,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SOMERPA,127 EAST FAIRVIEW STREET SOMERSET PA,1226,-79.07764,40.01039002,SOMERSET COUNTY JAIL,SOMERSET,SOMERSET,PA,15501,3,PHI,PIT,IGSA,IGSA,Yes,Female/Male,0,,0,3/11/07,5/18/04,2004,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SOUTECO,149 COUNTY ROAD 517 IGNACIO CO,1235,-107.633102,37.13350799,SOUTHERN UTE DETENTION CENTER,IGNACIO,LA PLATA,CO,81137,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,12/3/09,1/9/06,2006,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,$50.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,12/2/08,,,No,NO,NO,NO,No,,0
SPGHOLD,2401 W. OLD ROUTE 66 STRAFFORD MO,1238,-93.16784999,37.25181101,SPRINGFIELD DRO HOLD,STRAFFORD,GREENE,MO,65757,8,CHI,SPG,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
SPHOSCA,1300 W 7TH ST SAN PEDRO CA,1165,-118.30362,33.73820001,SAN PEDRO PENINSULA HOSPITAL,SAN PEDRO,LOS ANGELES,CA,90732,9,LOS,LOS,Other,HOSPITAL,No,Female/Male,0,,0,3/19/14,9/8/95,1995,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
SPMHOLD,2901 METRO DRIVE STE 100 BLOOMINGTON MN,1346,-93.22982997,44.85964501,US INS/DETENTION & DEPORTATION,BLOOMINGTON,HENNEPIN,MN,55425,8,SPM,SPM,Other,HOLD,Yes,Male,0,,0,8/15/17,7/25/89,1989,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
SPOKAWA,1100 WEST MALLON AVENUE SPOKANE WA,1236,-117.429131,47.66560302,SPOKANE COUNTY,SPOKANE,SPOKANE,WA,99260,9,SEA,SEA,IGSA,IGSA,Yes,Female/Male,0,,0,8/8/08,12/10/02,2002,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
SPP,2001 SEASIDE AVE. SAN PEDRO CA,1166,-118.267219,33.72455829,SAN PEDRO SERVICE PROCESSING CENTER,SAN PEDRO,LOS ANGELES,CA,90731,9,LOS,SPP,SPC,SPC,Yes,Female/Male,0,,0,10/24/07,6/27/88,1988,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Good,At-Risk,8/30/07,,,No,NO,NO,NO,No,,0
SPRNGOR,344 A STREET SPRINGFIELD OR,1237,-123.021113,44.04730302,SPRINGFIELD CITY JAIL,SPRINGFIELD,LANE,OR,97477,9,SEA,EUG,IGSA,IGSA,Yes,Male,0,,0,10/31/17,10/29/12,2012,2,0,0,,,,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,8
SRITACA,5325 BRODER BOULEVARD DUBLIN CA,1181,-121.884154,37.71621799,SANTA RITA JAIL,DUBLIN,ALAMEDA,CA,94568,9,SFR,SFR,IGSA,IGSA,Yes,Female/Male,0,,0,1/8/03,7/29/91,1991,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
SRJDFID,2515 WRIGHT AVENUE TWIN FALLS ID,1222,-114.43246,42.54375999,SNAKE RIVER JUVENILE,TWIN FALLS,TWIN FALLS,ID,83301,9,SLC,BOI,IGSA,JUVENILE,Yes,Female/Male,0,,0,11/16/09,6/21/02,2002,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$150.00 ,,NOT INSPECTED,JFRMU,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
SSMHOLD,325 COURT SUITE #3 SAULT STE. MARIE MI,1185,-84.34538954,46.49860314,SAULT SAINTE MARIE HOLDROOM,SAULT STE. MARIE,COUNTY,MI,49783,6,DET,DET,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0
STAHOLD,64 GRICEBROOK ROAD SAINT ALBANS VT,1131,-73.07338997,44.80148998,SAINT ALBANS HOLD ROOM,SAINT ALBANS,COUNTY,VT,5478,2,BOS,BOS,Other,HOLD,Yes,Female/Male,0,,0,8/27/14,2/4/14,2014,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0
STANTKS,208 N CHESTNUT ST JOHNSON KS,1262,-101.74977,37.57205998,STANTON COUNTY JAIL,JOHNSON,STANTON,KS,67855,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,6/17/04,6/16/04,2004,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
STARKOH,P.O.BOX 9279 CANTON OH,1263,-81.37194,40.79788,STARK COUNTY JAIL,CANTON,STARK,OH,44711,6,DET,CLE,IGSA,IGSA,Yes,Female/Male,0,,0,9/14/04,12/23/03,2003,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
STARRTX,100 E. 6TH ST RIO GRANDE CITY TX,1264,-98.81892811,26.38311091,STARR COUNTY JAIL,RIO GRANDE CITY,STARR,TX,78582,5,SNA,PIC,IGSA,IGSA,Yes,Female/Male,0,,0,11/29/04,5/6/87,1987,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
STCANVI,P.O. BOX 1100 SAINT CROIX VI,1245,-64.74795,17.73563,ST X ANNAS HOPE,SAINT CROIX,SAINT CROIX,VI,820,3,MIA,SAJ,IGSA,IGSA,Yes,Female/Male,0,,0,8/5/04,8/22/95,1995,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
STCDFTX,566 VETERANS DRIVE PEARSALL TX,1231,-99.12000003,28.89578001,SOUTH TEXAS DETENTION COMPLEX,PEARSALL,FRIO,TX,78061,5,SNA,STC,CDF,CDF,Yes,Female/Male,"1,890",93%,NA,11/4/17,6/27/05,2005,1811,"1,383",371,YES,IHSC,GEO,GEO,1/30/04,11/30/17,2017,1350,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,3/30/17,Meets Standard,,No,YES,YES,NO,No,NONE,35
STCGOVI,NORTH SIDE ROAD CHRISTIANSTED VI,1261,-64.71492264,17.74497173,ST. X GOLDEN GROVE,CHRISTIANSTED,SAINT CROIX,VI,820,3,MIA,SAJ,IGSA,IGSA,Yes,Female/Male,0,,0,6/9/08,8/27/96,1996,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,At-Risk,9/24/08,,,No,NO,NO,NO,No,,0
STCLAMI,1170 MICHIGAN ROAD PORT HURON MI,1132,-82.47951,42.942307,SAINT CLAIR COUNTY JAIL,PORT HURON,SAINT CLAIR,MI,48060,6,DET,DET,IGSA,IGSA,Yes,Female/Male,0,,89,11/4/17,9/5/91,1991,90,39,43,YES,COUNTY,COUNTY (SHERIFF),COUNTY,8/31/09,NA,#VALUE!,NA,$82.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,PBNDS 2008,,No,Meets Standard,Meets Standard,8/17/17,Meets Standard,,Yes,NO,NO,NO,No,NONE,35
STCLAMO,360 CHESTNUT STREET OSCEOLA MO,1246,-93.70357657,38.04787418,ST. CLAIR COUNTY JAIL,OSCEOLA,ST. CLAIR,MO,64776,8,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,7/10/03,9/4/91,1991,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
STCROWI,1101 CARMICHAEL RD HUDSON WI,1247,-92.72280798,44.98166201,ST. CROIX COUNTY JAIL,HUDSON,ST CROIX,WI,54016,7,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,5/17/01,4/1/91,1991,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
STDHOLD,566 VETERAN DRIVE PEARSALL TX,1234,-99.12000003,28.89578001,SOUTH TEXAS/PEARSALL HOLD ROOM,PEARSALL,FRIO,TX,78061,5,SNA,STC,Other,HOLD,Yes,Male,0,,0,10/17/17,3/2/11,2011,7,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,1
STEUBNY,7007 RUMSEY STREET EXTENSION BATH NY,1266,-77.29554202,42.34958101,STEUBEN COUNTY JAIL,BATH,STEUBEN,NY,14810,2,BUF,BUF,IGSA,IGSA,Yes,Female/Male,0,,0,11/13/13,11/6/87,1987,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,$88.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
STEVEWA,215 SOUTH OAK STREET COLVILLE WA,1267,-117.90354,48.54281001,STEVENS COUNTY JAIL,COLVILLE,STEVENS,WA,99114,9,SEA,SPO,IGSA,IGSA,Yes,Female/Male,0,,0,12/19/16,12/5/03,2003,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$72.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
